23.459387	25.000000	500	0	810	0.000000 	 PFSize: 	 6 	 HypVol: 	 15.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 10.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	1	1554766221
23.535898	25.000000	1788	0	1788	1.000000 	 PFSize: 	 6 	 HypVol: 	 15.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 10.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554766226
24.078638	25.000000	1282	0	1584	0.000000 	 PFSize: 	 6 	 HypVol: 	 15.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 10.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554766235
23.752718	25.000000	502	0	910	1.000000 	 PFSize: 	 6 	 HypVol: 	 15.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 10.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554766240
24.982105	25.000000	688	0	1202	1.000000 	 PFSize: 	 6 	 HypVol: 	 15.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 10.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554766245
24.912901	25.000000	494	0	2378	0.000000 	 PFSize: 	 6 	 HypVol: 	 15.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 10.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554766250
24.223330	25.000000	1304	0	1520	0.000000 	 PFSize: 	 6 	 HypVol: 	 15.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 10.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554766255
22.888102	25.000000	710	0	710	1.000000 	 PFSize: 	 6 	 HypVol: 	 15.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 10.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554766260
24.355017	25.000000	890	0	2454	0.000000 	 PFSize: 	 6 	 HypVol: 	 15.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 10.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554766265
24.103886	25.000000	508	0	1010	1.000000 	 PFSize: 	 6 	 HypVol: 	 15.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 10.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554766273
23.656101	25.000000	400	0	508	1.000000 	 PFSize: 	 6 	 HypVol: 	 15.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 10.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554766278
